Id,Predicted
0,141.56147977724373
1,336.47950984624106
2,142.92802794669575
3,362.88793150861187
4,140.8797680326798
5,390.5559690085322
6,142.33870550223372
7,423.2545400852597
8,150.20825826001885
9,449.5713725066978
10,151.961681833342
11,488.9260892556005
12,149.07180523577495
13,531.2667916620516
14,151.7077000476271
15,540.1798947328131
16,220.08562524618716
17,496.861947895661
18,218.4376900748763
19,573.1197786608277
20,287.8601502089534
21,536.8348516011857
22,330.5725195697896
23,524.9762137784154
24,368.2172758512728
25,500.6570504594776
26,380.58251474951027
27,469.54285636480705
28,385.4541559751718
29,435.8755951662349
30,388.88044067356384
31,395.4740282348878
32,392.12572850992217
33,350.6351359992508
34,135.65036515260752
35,290.2394675531684
36,144.4686302741916
37,285.739651902614
38,157.1707064822098
39,289.0574367614172
40,170.2894422172096
41,296.01432245362764
42,185.73530265473522
43,302.6763856963497
44,221.28046340063105
45,307.551434633946
46,248.10550609306782
47,299.8868965925132
48,283.9881601620383
49,301.1592815881576
50,315.63432100961694
51,314.2679400568125
52,336.06123863581865
53,332.98944658442394
54,203.95954927304075
55,334.5071599484529
56,195.97365361987931
57,358.67559434204236
58,186.55515578858848
59,387.19957873655557
60,179.00867671375715
61,413.5764003111383
62,168.8106026297175
63,426.32928142900744
64,177.64068878608472
65,434.34896083321905
66,185.97612592142704
67,436.6232947496562
68,201.80356069358032
69,435.544289293382
70,216.77254417799912
71,435.5132896841071
72,152.33362177094796
73,326.3905195803764
74,162.9041251576379
75,317.54280031981114
76,177.59067636631653
77,319.667867040363
78,189.2608499069654
79,336.75944700219424
80,176.79303458641982
81,337.1881108467303
82,162.21060325736835
83,334.81011437097277
84,250.51820058062523
85,348.1612748309936
86,265.8972231148118
87,331.97233619114206
88,286.41983580855106
89,334.837072520012
90,301.2498471302164
91,347.3637228571646
92,288.56678488391134
93,353.523733208978
94,267.35781493314346
95,354.45777166193665
96,158.80887676906394
97,475.8161695147443
98,164.8500940632252
99,465.58432490945876
100,173.84899755208585
101,461.57843735156723
102,182.7562235348168
103,464.4164277744087
104,196.42126814228286
105,464.38258829834353
106,214.76981105851155
107,473.1759453573179
108,241.80668215821237
109,488.6900355916396
110,209.13330323446044
111,495.7967883702162
112,191.94325386649723
113,490.3128311758109
114,181.5028435679239
115,485.1687615606646
116,173.83563446779712
117,483.96925422256055
118,162.88839915228988
119,483.8128583951423
120,165.17419775017373
121,471.98338769176826
122,176.43682323656856
123,471.0099352645202
124,183.5077893719446
125,472.6447020400374
126,194.46896852434
127,473.22625465556223
128,233.21788438943622
129,488.57076954353766
130,194.78730051800218
131,477.2414184936418
132,184.09433174100957
133,474.2755616732828
134,177.51998686051434
135,471.8797785678496
136,509.5278206377072
137,506.49798327056834
138,510.21528733658005
139,521.054822725725
140,489.4547859296717
141,546.2559548744526
142,484.99533212963195
143,575.2852330661859
144,493.284510958031
145,591.7861656223358
146,505.2688533406998
147,604.9522014655937
148,516.9972656425323
149,619.3578181125656
150,530.329608895633
151,632.5207179108511
152,549.8037506811719
153,636.8895325338377
154,567.1714481947162
155,634.5478481820678
156,578.3623941547744
157,622.9381104267181
158,588.6695988470315
159,607.3506565023031
160,602.3361381928271
161,588.8562747947892
162,617.5907467022935
163,569.4645674022488
164,622.9428645875087
165,556.2708369749035
166,628.5763466479575
167,541.6718120873095
168,633.3122837573483
169,527.6867659811751
170,517.2854893365125
171,488.7423544959063
172,527.5629546274392
173,482.8402057931577
174,543.8575035794815
175,482.03864236594825
176,563.467253451368
177,487.5514135595193
178,577.3722786100872
179,501.6142997993608
180,602.1910175337739
181,504.8615650880541
182,613.9355473171478
183,502.774868159427
184,625.1186353741189
185,502.4316531648438
186,634.8893317252787
187,504.12177806310683
188,640.3829160198734
189,510.9702692078101
190,590.2629531984777
191,517.1648950919097
192,588.70381200471
193,531.6519634780864
194,587.9716795877202
195,548.040724358037
196,581.2139984152338
197,566.5690023982984
198,559.5645227355346
199,567.8802230880012
200,565.3895302832871
201,573.406982539047
202,571.8188086554119
203,577.4451732229808
204,579.1923503141901
205,577.2272798735627
206,589.108084203634
207,572.7652883853011
208,533.7796146863909
209,504.3453214517909
210,543.5103291619075
211,505.0373799442565
212,554.4390149234262
213,507.1340809967211
214,562.4897037585324
215,510.5646590176037
216,552.6947341603101
217,511.23384644340086
218,542.3200871266109
219,510.0287636321573
220,599.6855141049427
221,521.0233713229158
222,608.5059837060882
223,519.5825252063594
224,616.7203226550998
225,521.0416439199657
226,622.0249829541733
227,524.3015447283404
228,616.2775255654876
229,525.9082338745507
230,607.3178424962521
231,524.2988762213105
232,531.1182696509151
233,572.9622952371844
234,546.862553009385
235,578.837243306015
236,558.5465536209558
237,583.8748846671665
238,564.3017541513811
239,587.9268743336826
240,570.7722524745767
241,587.8637890250201
242,578.9509166372803
243,588.804187749566
244,585.3935114829595
245,588.518211306658
246,574.648433738128
247,600.0250943852344
248,566.4831394604067
249,602.5299605874875
250,557.041327133113
251,601.9639022501759
252,549.1629304301362
253,598.4166045351873
254,540.5333104104437
255,590.5397267360455
256,535.43118642825
257,575.7187354769336
258,555.8383283625114
259,588.2132816161588
260,562.3045855221452
261,591.9158219454304
262,569.3877632812214
263,592.186611159458
264,580.5506980812404
265,590.3990711157536
266,567.0089611296479
267,594.7002243486138
268,559.6965363311743
269,594.5215258883766
270,553.5497097581595
271,591.9629411591277
272,126.57097764680005
273,98.77538201096618
274,131.62185854417623
275,116.3034530986678
276,135.91097637764446
277,135.74328456223955
278,139.4115566517548
279,153.32400407243145
280,146.99361283479323
281,169.23264590085319
282,158.38032427608647
283,179.00642339602524
284,167.71733922181141
285,190.12745674568603
286,183.3198110644845
287,196.95746214901672
288,200.25629357967586
289,199.31875084792614
290,216.02320829545272
291,198.3423060713497
292,231.8097998980005
293,192.99261574976435
294,245.73956447043952
295,182.92858200091354
296,255.6597115334506
297,169.0527589960119
298,259.03669966919625
299,149.90488132759745
300,260.4871314212441
301,130.8050080626254
302,263.088864741099
303,109.25893637526784
304,263.11458190905915
305,86.41214583871252
306,134.4236247067811
307,87.55415089444207
308,141.16862825830117
309,77.49005372645706
310,154.06132910540475
311,71.4841536271571
312,167.87941596038343
313,72.1050433234049
314,179.71936001103327
315,75.41316503416007
316,200.11684656405657
317,75.62658709503484
318,210.90821205416216
319,70.22013633183694
320,223.3089335237305
321,67.29862500866334
322,238.0321997211446
323,67.96826789680537
324,248.33308461133376
325,75.3485232378061
326,190.9029355751685
327,88.45390034788105
328,192.07878608613143
329,100.03372660527171
330,192.23022160829166
331,113.05983606616866
332,192.57607713644654
333,124.13160799481682
334,182.57926109418247
335,133.49331184347326
336,187.80020793846916
337,135.30621960922437
338,194.26147465152204
339,137.14479647671465
340,200.5426882004096
341,134.27736786135367
342,205.47557997697277
343,132.02675501298012
344,152.3968018425303
345,93.19374958770148
346,159.01256973102426
347,89.56119629489027
348,167.43962408301596
349,88.9577413787758
350,175.18746031362346
351,93.08804085857203
352,167.95057981705594
353,94.90095726359827
354,159.52209652157072
355,95.61102752982009
356,210.51870112705706
357,91.65909249773375
358,217.83184077813794
359,85.0069475101956
360,226.07171253106247
361,84.52683478732635
362,233.47048767492996
363,87.38818225052029
364,227.39743582930893
365,91.12688692014022
366,218.2297981403477
367,92.82026746508039
368,172.723569279296
369,158.89001714251953
370,182.70032304854297
371,156.00265843003973
372,189.9259938170997
373,154.53103691184356
374,195.98106318395583
375,155.83590163339733
376,202.14846753994215
377,153.66917570466558
378,211.2912717873255
379,154.68574849959862
380,221.39508857151236
381,156.31998865187927
382,212.2761745600814
383,162.0430232505906
384,203.19988387999416
385,164.2714966959399
386,196.42379659111776
387,164.927529410412
388,190.01629872019785
389,164.79784543389366
390,182.10435159359787
391,163.4358645370928
392,177.1764845602157
393,159.09307509090823
394,189.99033683413109
395,159.04525605917934
396,195.9102853612588
397,159.10986998891983
398,202.82204941936294
399,158.21298796715604
400,217.69369782774402
401,156.91532385830254
402,202.63380434320604
403,158.45324270785756
404,195.89172988231334
405,159.20097626987393
406,190.00152588028723
407,158.77596925000358
408,295.1325632342187
409,454.1451770193394
410,303.70136002445787
411,506.5921595420035
412,315.8056227482447
413,558.3171008056942
414,335.03911252444027
415,614.8575293932317
416,379.4122626057533
417,664.7310093173528
418,422.694715935772
419,702.7597619958426
420,458.28872011012703
421,739.5879275738866
422,498.68030948487774
423,772.5384380683611
424,545.0586065314512
425,774.5019708255584
426,589.6825785845851
427,759.4764316610253
428,621.4084557160038
429,725.7579039323236
430,661.361214314654
431,687.8939707691771
432,691.1789729660651
433,633.2531962455686
434,712.431449671077
435,587.9321123872928
436,729.410100683493
437,537.1107551655302
438,740.188577576962
439,480.9411839114248
440,753.0677918966103
441,426.2799651101791
442,332.09617115035826
443,431.6546074383117
444,364.14124108627186
445,413.3844816505991
446,407.2380393103935
447,405.9693008959811
448,455.4191378771842
449,408.87559274370244
450,497.06414310146965
451,414.11134865372577
452,565.0884352549938
453,412.86778750948685
454,603.8174064641099
455,400.7878381719195
456,646.8457640136571
457,399.37913140587796
458,686.0913309022106
459,401.0085815912057
460,715.6452135798968
461,414.2853131436084
462,537.6020883430833
463,462.9109470325643
464,540.3398200533034
465,498.30368875572276
466,540.5049476569898
467,537.1637893335733
468,539.9303938145397
469,574.839362051394
470,485.2138079172696
471,595.5181466682254
472,510.0730645836331
473,603.9273460607781
474,539.1660939193976
475,610.1592389117525
476,568.269053144111
477,599.5158196085506
478,591.2120365081585
479,590.0922895453106
480,377.4624154136508
481,466.58425769762414
482,407.4969759394368
483,453.7977717574929
484,442.8885239331199
485,451.7262216012375
486,471.244828033588
487,475.00752272842584
488,440.243771027157
489,480.3426636734773
490,407.0037096721592
491,480.72840976297834
492,585.998357744209
493,469.6510846244193
494,611.3509378310375
495,445.2972286082362
496,644.2805879673523
497,444.22044610565604
498,672.4558033091819
499,455.12861078150377
500,651.0710028605237
501,469.1203636275691
502,617.1633663828379
503,473.3210978621013
504,444.12960270286794
505,651.0108630432162
506,483.67945001719636
507,648.2013731413842
508,516.5053268834693
509,645.7028034028746
510,540.1573377461124
511,652.1462446393816
512,563.5170234273533
513,644.105160793999
514,595.5218052300479
515,644.0616418845482
516,626.6435198589952
517,644.9869969497863
518,597.6838540555661
519,675.6932883282936
520,567.601988823921
521,694.1750047016114
522,543.1262645009365
523,699.9142282556331
524,520.8678770023961
525,699.4673136067139
526,484.5515663255476
527,684.3532874760034
528,457.8162580393247
529,654.5248289985425
530,517.5832455302536
531,667.1967866213821
532,540.2633222752323
533,668.1440844365663
534,566.2996477985803
535,662.6012359602998
536,614.3288323374611
537,649.0558339351167
538,566.6805357857829
539,667.0264652490421
540,541.3061388329647
541,671.2897091847058
542,519.8838706890075
543,670.4087806446552
544,425.5097769477372
545,441.1920780085381
546,468.9704677878112
547,496.30988297115675
548,496.9897184060051
549,548.6421539410564
550,503.50143917750347
551,618.2012112418852
552,513.5299857846563
553,667.5153062571223
554,541.486103669126
555,714.1808377142295
556,572.7210614919555
557,751.574370971787
558,614.990281942763
559,779.810679781625
560,667.0174668343664
561,774.418813338626
562,716.5613124558364
563,747.7223050576089
564,764.9121146319397
565,761.0873226982558
566,801.6996860787506
567,753.0321390706107
568,788.2511354293537
569,627.0776078954386
570,805.8373033315146
571,581.6471956122645
572,829.8252578266173
573,529.1010420866866
574,837.5562929545217
575,466.05342395023445
576,836.4313555574311
577,414.2867298181747
578,449.3355648769168
579,407.33083086392287
580,489.12072430776317
581,386.4077057205545
582,535.0051210340997
583,373.580106788507
584,586.4246567815067
585,368.9111784094101
586,627.0588473071634
587,380.4491704439092
588,691.146131306989
589,374.4567093878732
590,725.1697049470345
591,358.9996746977893
592,758.0848904199947
593,353.17308581754673
594,789.2857374770676
595,353.54661750518335
596,815.8923234659006
597,370.3508560230563
598,668.2465671143856
599,430.72743661648843
600,678.7341534180582
601,474.22176102907497
602,687.7304092405892
603,516.5326387719095
604,695.8397748729833
605,558.841507287169
606,634.3976541771325
607,584.2190828431139
608,657.6795199020776
609,589.7550897578071
610,683.2259245050575
611,597.8278227595383
612,708.6239062955681
613,588.4502296267208
614,726.6725229894464
615,574.1386685817699
616,514.2825657399251
617,444.2985516665195
618,544.1124625583619
619,429.761070402072
620,577.816557000531
621,425.04477640688197
622,604.7600170380321
623,445.5877406968336
624,577.0858630447417
625,454.0266855558057
626,543.4515639237372
627,458.3515144714712
628,710.908337885453
629,441.1974307869318
630,735.7289899547059
631,417.3921729037868
632,763.4159038474306
633,414.19177505366764
634,786.5044772288519
635,424.76446546251066
636,767.445244614134
637,441.17050202607226
638,738.6799433887242
639,444.42545971216356
640,590.4894293795469
641,658.1606196359269
642,622.8751853622066
643,637.0041525188303
644,656.0104641618244
645,627.2034467571228
646,677.9408135212299
647,632.552804319687
648,700.6891987274616
649,626.8773827161522
650,723.4727655021052
651,630.8076435552205
652,741.2059996175835
653,641.0731366034764
654,721.8861725595527
655,660.747542553147
656,698.8158439581592
657,673.1300234298075
658,677.190682752069
659,677.2385431269183
660,655.4535275756211
661,677.0938236073266
662,623.0192255115217
663,671.9336099473228
664,603.0132745489936
665,657.2390181579144
666,655.8569990391645
667,647.6572392426175
668,676.2254389840821
669,648.1615427467467
670,699.8607734501695
671,644.5391602678686
672,730.4076508107803
673,641.3527542198359
674,699.2592254772233
675,647.8463659395051
676,676.4567945688112
677,650.838025589911
678,656.1445879756103
679,650.0812377805305
680,294.46112304506227
681,394.57695990019965
682,296.28633149764477
683,421.8233194890419
684,304.22598488441764
685,450.778633144138
686,315.30425299916584
687,476.63733149858695
688,331.1060211018313
689,502.9764339585344
690,350.02246388155766
691,525.4815678411773
692,365.5627680479114
693,548.7571594424342
694,380.9397288828288
695,566.9379690508342
696,405.9242831421117
697,572.6715545758815
698,436.7251321152956
699,566.3063278941703
700,467.9673047576845
701,548.2626360433005
702,500.3252135411965
703,526.6108272847514
704,528.7085646349755
705,501.0710666356903
706,548.9401319943413
707,465.30566254359536
708,553.3527787813289
709,426.63413247772326
710,554.0463098648629
711,383.4431518597013
712,556.6879074362267
713,341.76590268690313
714,281.5281175176325
715,356.57210304823604
716,284.53225129315666
